lv_x, lv_y, lv_z, av_x, av_y, av_z, pos_x, pos_y, pos_z,imu_pos_x, imu_pos_y, imu_pos_z, imu_rot_x, imu_rot_y, imu_rot_z,lh_pos_x, lh_pos_y, lh_pos_z, lh_rot_x, lh_rot_y, lh_rot_z,rh_pos_x, rh_pos_y, rh_pos_z, rh_rot_x, rh_rot_y, rh_rot_z,lh_thumb_x, lh_thumb_y, lh_thumb_z,lh_index_x, lh_index_y, lh_index_z,lh_middle_x, lh_middle_y, lh_middle_z,lh_ring_x, lh_ring_y, lh_ring_z,lh_little_x, lh_little_y, lh_little_z,rh_thumb_x, rh_thumb_y, rh_thumb_z,rh_index_x, rh_index_y, rh_index_z,rh_middle_x, rh_middle_y, rh_middle_z,rh_ring_x, rh_ring_y, rh_ring_z,rh_little_x, rh_little_y, rh_little_z
-0.06768465042114, -0.1347827911377, -0.05816459283233, 0.8712249994278, -0.36586505174637, -0.79032564163208, -0.00228929519653, 0.02022349834442, 0.81316190958023, 0.624715924263, 1.43871033191681, 1.17347514629364, -0.58220231533051, -1.87840938568115, -0.03645500913262, 0.43781292438507, 0.72235423326492, 0.80399793386459, -0.14421923458576, -2.36283874511719, 2.42991733551025, 0.88928210735321, 0.81727820634842, 1.42486786842346, 0.37853628396988, -0.71991121768951, -1.72797977924347, 0.576047539711, 0.73412430286407, 0.79181808233261, 0.56329828500748, 0.82820987701416, 0.727235019207, 0.54869514703751, 0.84147816896439, 0.70553880929947, 0.52286642789841, 0.83078849315643, 0.68756425380707, 0.49741899967194, 0.80973052978516, 0.68553251028061, 0.7846599817276, 0.88196778297424, 1.49017596244812, 0.84789997339249, 0.97740948200226, 1.49896275997162, 0.86654984951019, 0.99595761299133, 1.48599457740784, 0.88016104698181, 0.9948034286499, 1.45569801330566, 0.88801646232605, 0.97601521015167, 1.42961299419403
-0.05166291818023, -0.10075806826353, -0.05571841821074, 0.44948121905327, -0.1267791390419, -0.6484397649765, -0.00260585546494, 0.01966726779938, 0.8127720952034, 0.6248927116394, 1.43872034549713, 1.17303335666656, -0.58216458559036, -1.87737274169922, -0.03614782169461, 0.43806350231171, 0.72246086597443, 0.80422711372375, -0.14318914711475, -2.36433672904968, 2.42926907539368, 0.88926953077316, 0.81703174114227, 1.42458939552307, 0.37651586532593, -0.72103416919708, -1.73227798938751, 0.57630336284637, 0.73439067602158, 0.79226386547089, 0.56354588270187, 0.82844287157059, 0.72763377428055, 0.54896157979965, 0.84168779850006, 0.70591062307358, 0.52317416667938, 0.83096253871918, 0.68789803981781, 0.49775487184525, 0.80987399816513, 0.68583184480667, 0.7849588394165, 0.88210117816925, 1.49001824855804, 0.84861606359482, 0.97725796699524, 1.49888217449188, 0.86734026670456, 0.9957395195961, 1.48592615127563, 0.88093239068985, 0.99456018209457, 1.45562207698822, 0.88869434595108, 0.97576731443405, 1.42951238155365
-0.03793000802398, -0.06679773330688, -0.04676341637969, 0.13784894347191, 0.05352048575878, -0.5228568315506, -0.0029239654541, 0.01924777030945, 0.81236010789871, 0.62511193752289, 1.43875324726105, 1.17255938053131, -0.58223098516464, -1.87589800357819, -0.03694460168481, 0.43834817409515, 0.72251814603806, 0.80444395542145, -0.14165405929089, -2.36560988426209, 2.42916369438171, 0.88923585414886, 0.81685346364975, 1.42429542541504, 0.3740493953228, -0.72166156768799, -1.73609173297882, 0.57658952474594, 0.73459482192993, 0.7926464676857, 0.56380724906921, 0.82856625318527, 0.72790384292603, 0.54923570156097, 0.84177219867706, 0.70614844560623, 0.52348387241364, 0.83099883794785, 0.68811357021332, 0.49809151887894, 0.80987894535065, 0.68603622913361, 0.78525590896606, 0.88233786821365, 1.48983657360077, 0.84932786226273, 0.97721606492996, 1.49869799613953, 0.86812126636505, 0.99562346935272, 1.48573660850525, 0.88168489933014, 0.9944007396698, 1.45542144775391, 0.88934600353241, 0.97558760643005, 1.42929649353027
-0.0381374321878, -0.05043267831206, -0.0494670830667, -0.02196504920721, 0.17395852506161, -0.55908733606339, -0.00305193662643, 0.01905965805054, 0.81199365854263, 0.62531995773315, 1.43874800205231, 1.17202877998352, -0.58217406272888, -1.87405169010162, -0.03779639676213, 0.43873989582062, 0.72251868247986, 0.80462241172791, -0.14111065864563, -2.3660876750946, 2.42885565757751, 0.88923215866089, 0.81680750846863, 1.42392671108246, 0.37122771143913, -0.72047662734985, -1.73812556266785, 0.57698011398315, 0.73467600345612, 0.79289489984512, 0.56417536735535, 0.82862848043442, 0.72812926769257, 0.54960733652115, 0.84182190895081, 0.70636391639709, 0.52387130260468, 0.83103001117706, 0.68831753730774, 0.4984926879406, 0.80989456176758, 0.68623065948486, 0.7855943441391, 0.88269001245499, 1.48961067199707, 0.84999459981918, 0.97736477851868, 1.49826610088348, 0.86882334947586, 0.99569910764694, 1.48525249958038, 0.88232445716858, 0.99440556764603, 1.45491230487823, 0.88987332582474, 0.97554475069046, 1.42878913879395
-0.01534223463386, -0.02263784222305, -0.04400252923369, -0.02206392586231, 0.14731146395206, -0.34931030869484, -0.00289398431778, 0.0192346572876, 0.81163758039474, 0.62549984455109, 1.43876421451569, 1.17146134376526, -0.58203589916229, -1.87179458141327, -0.03934081271291, 0.43909740447998, 0.72249865531921, 0.80474942922592, -0.14025835692883, -2.36564993858337, 2.42877864837646, 0.88928127288818, 0.81690871715546, 1.42357242107391, 0.36926099658012, -0.71758669614792, -1.73755097389221, 0.57732462882996, 0.7347394824028, 0.79295611381531, 0.56443107128143, 0.82864761352539, 0.72814381122589, 0.5498451590538, 0.84181946516037, 0.70637738704681, 0.52410846948624, 0.83100080490112, 0.68834799528122, 0.49874272942543, 0.80984771251678, 0.68628370761871, 0.78587871789932, 0.88300412893295, 1.48941314220428, 0.85038620233536, 0.97763693332672, 1.49772214889526, 0.86919623613358, 0.99593049287796, 1.48462450504303, 0.88261473178864, 0.99456930160522, 1.45425069332123, 0.89007675647736, 0.97565394639969, 1.42814207077026
0.01889705471694, 0.02093553356826, -0.04281520470977, -0.22377723455429, 0.32934918999672, -0.11456414312124, -0.00221747159958, 0.02006846666336, 0.81124299764633, 0.6256707906723, 1.43881440162659, 1.17090249061584, -0.58218467235565, -1.86940145492554, -0.04069635272026, 0.43961238861084, 0.7224428653717, 0.80497270822525, -0.13825169205666, -2.36580157279968, 2.4287531375885, 0.88937306404114, 0.81732827425003, 1.42317092418671, 0.36913028359413, -0.71109938621521, -1.73231303691864, 0.57782393693924, 0.73486375808716, 0.79318338632584, 0.5648068189621, 0.82866162061691, 0.72823631763458, 0.55020558834076, 0.84178191423416, 0.70644903182983, 0.52448713779449, 0.83090114593506, 0.68843096494675, 0.49915185570717, 0.80970907211304, 0.68639266490936, 0.78603577613831, 0.88326865434647, 1.48926901817322, 0.85023844242096, 0.97815978527069, 1.49696958065033, 0.86892193555832, 0.99647754430771, 1.48372530937195, 0.88220566511154, 0.99506419897079, 1.45329475402832, 0.88961601257324, 0.97608953714371, 1.42721438407898
0.08100270479918, 0.10003565996885, -0.04747867211699, -0.39151978492737, 0.54535937309265, 0.43344649672508, -0.00158321857452, 0.02094841003418, 0.81116658449173, 0.62582170963287, 1.43885111808777, 1.17032086849213, -0.58198148012161, -1.86673593521118, -0.04256906360388, 0.44012260437012, 0.72238731384277, 0.80517196655273, -0.13518950343132, -2.36547112464905, 2.42860674858093, 0.88947260379791, 0.81780207157135, 1.42306351661682, 0.37035271525383, -0.70644336938858, -1.72694420814514, 0.57830220460892, 0.7350942492485, 0.79331350326538, 0.56505423784256, 0.82872706651688, 0.72817522287369, 0.5504167675972, 0.84176909923553, 0.70636522769928, 0.52471733093262, 0.83079296350479, 0.68837797641754, 0.49942913651466, 0.80953979492188, 0.68639171123505, 0.78601264953613, 0.88342142105103, 1.48928916454315, 0.84979885816574, 0.97862422466278, 1.49659442901611, 0.86836194992065, 0.99699652194977, 1.48325681686401, 0.88156950473785, 0.99557316303253, 1.45279359817505, 0.88899630308151, 0.97657179832458, 1.4267373085022
0.07596015185118, 0.1056218072772, -0.00926971342415, -0.27953296899796, 0.3259548842907, 0.55058473348618, -0.00071036815643, 0.02241438627243, 0.81101030111313, 0.62596368789673, 1.43891847133636, 1.16973161697388, -0.58193463087082, -1.86440575122833, -0.04435125365853, 0.44059777259827, 0.72243249416351, 0.80539202690125, -0.13165056705475, -2.36415004730225, 2.42814660072327, 0.88978683948517, 0.81871485710144, 1.42273426055908, 0.37120673060417, -0.70192867517471, -1.71981561183929, 0.5787261724472, 0.73550075292587, 0.79333114624023, 0.56513351202011, 0.82895213365555, 0.72800356149673, 0.55043208599091, 0.84190487861633, 0.70618337392807, 0.52474099397659, 0.83081710338593, 0.68825280666351, 0.49951007962227, 0.8094887137413, 0.68634533882141, 0.78608721494675, 0.88399410247803, 1.48892092704773, 0.84935122728348, 0.9795795083046, 1.49575531482697, 0.86778509616852, 0.99800688028336, 1.48231482505798, 0.88094192743301, 0.99654626846313, 1.45183145999908, 0.88842529058456, 0.97749179601669, 1.42583024501801
0.10459899157286, 0.1759242862463, -0.01883983425796, -0.43794566392899, 0.23234309256077, 0.67422896623611, -0.00012922286987, 0.02391844987869, 0.81147199869156, 0.62607192993164, 1.43899142742157, 1.16913843154907, -0.58172166347504, -1.86217319965363, -0.04637551307678, 0.44107139110565, 0.72244703769684, 0.80554932355881, -0.12795975804329, -2.3617742061615, 2.4275860786438, 0.89005398750305, 0.81964480876923, 1.42280459403992, 0.37196534872055, -0.70106333494186, -1.71247887611389, 0.57913196086884, 0.73590046167374, 0.79314070940018, 0.56510972976685, 0.8291642665863, 0.72763609886169, 0.55031949281693, 0.84202414751053, 0.70582097768784, 0.52462047338486, 0.83081960678101, 0.68797451257706, 0.49944913387299, 0.8094117641449, 0.68617290258408, 0.78586381673813, 0.88458317518234, 1.48855483531952, 0.84856873750687, 0.98055404424667, 1.4951354265213, 0.86692142486572, 0.9990348815918, 1.48165738582611, 0.88014149665833, 0.99753284454346, 1.45120322704315, 0.88778060674667, 0.9784220457077, 1.42528879642487
0.06969451904297, 0.1804876178503, 0.05537509545684, -0.45783653855324, -0.21379664540291, 0.68237662315369, 0.00026684999466, 0.02551376819611, 0.81206792593002, 0.62617206573486, 1.43910932540894, 1.16851186752319, -0.58142167329788, -1.86044263839722, -0.04819355905056, 0.44148504734039, 0.72242218255997, 0.80563366413116, -0.12549243867397, -2.35914015769959, 2.42704391479492, 0.89031279087067, 0.82080852985382, 1.42302989959717, 0.37430027127266, -0.70324337482452, -1.70665168762207, 0.57948452234268, 0.73615086078644, 0.79285228252411, 0.565096616745, 0.82929450273514, 0.72725605964661, 0.55022323131561, 0.84209299087524, 0.70546138286591, 0.52450239658356, 0.83080947399139, 0.68769633769989, 0.49937197566032, 0.80934596061707, 0.68598872423172, 0.78547525405884, 0.88526904582977, 1.48821890354156, 0.84760826826096, 0.98160403966904, 1.49490261077881, 0.86591422557831, 1.00016534328461, 1.4814715385437, 0.87927371263504, 0.99868595600128, 1.4510772228241, 0.88713216781616, 0.97957444190979, 1.42522895336151
