rot_x, rot_y, rot_z, pos_x, pos_y, pos_z
-0.35690578818321, 0.07053831964731, -0.00157849560492, -0.01784190535545, 1.48828315734863, -0.01041007041931
-0.3612348139286, 0.07329857349396, -0.00004838498717, -0.01863124966621, 1.48765766620636, -0.01043307781219
-0.36738836765289, 0.07703372836113, 0.00202289456502, -0.01928400993347, 1.48705101013184, -0.0103405714035
-0.37300464510918, 0.07999202609062, 0.00311165233143, -0.02011981606483, 1.48639929294586, -0.01028990745544
-0.3796883225441, 0.08435352891684, 0.00496065011248, -0.02082207798958, 1.48550474643707, -0.01012134552002
-0.38709077239037, 0.08819495141506, 0.00604432309046, -0.02169778943062, 1.48475170135498, -0.01003849506378
-0.39465290307999, 0.09231714904308, 0.00730819115415, -0.022546261549, 1.48396599292755, -0.00994515419006
-0.40250399708748, 0.0965112298727, 0.00872312672436, -0.02349001169205, 1.48302137851715, -0.00992321968079
-0.4109297990799, 0.10144567489624, 0.00958612561226, -0.02440372109413, 1.48204576969147, -0.00986659526825
-0.42105716466904, 0.10639011114836, 0.01099992915988, -0.0254137814045, 1.48087906837463, -0.00981414318085
-0.43169978260994, 0.11152813583612, 0.01321739517152, -0.02642092108727, 1.47948825359344, -0.00976228713989
-0.44394588470459, 0.11694076657295, 0.01516722328961, -0.02754512429237, 1.47799432277679, -0.00973403453827
-0.45741051435471, 0.12288688868284, 0.0178859680891, -0.02874511480331, 1.47641468048096, -0.00967311859131
-0.47085070610046, 0.13023123145103, 0.0204122774303, -0.02995619177818, 1.4748215675354, -0.00955665111542
-0.48628431558609, 0.13839367032051, 0.02559079043567, -0.03152653574944, 1.47312963008881, -0.00951898097992
-0.5004877448082, 0.14874045550823, 0.03106907568872, -0.03316667675972, 1.47134017944336, -0.00935781002045
-0.51442730426788, 0.15892584621906, 0.03694143518806, -0.03509542346001, 1.46965157985687, -0.00928139686584
-0.52727907896042, 0.17190586030483, 0.04205844923854, -0.03714519739151, 1.46814203262329, -0.00929975509644
-0.53743064403534, 0.18527565896511, 0.04531772062182, -0.03931033611298, 1.46666812896729, -0.00943565368652
-0.54566144943237, 0.19950173795223, 0.04861987009645, -0.0414987206459, 1.46529471874237, -0.00964951515198
-0.5530891418457, 0.21411374211311, 0.04958306252956, -0.04364946484566, 1.46407735347748, -0.00985014438629
-0.56053072214127, 0.22814953327179, 0.05105978250504, -0.04573848843575, 1.46300423145294, -0.00992655754089
-0.56859999895096, 0.24178747832775, 0.05361342802644, -0.04764515161514, 1.46189510822296, -0.00982475280762
-0.57653266191483, 0.25530859827995, 0.05546352267265, -0.04958736896515, 1.46079683303833, -0.00971961021423
-0.58358860015869, 0.2683487534523, 0.05702015757561, -0.05155754089355, 1.4598091840744, -0.00959575176239
-0.59054487943649, 0.28152012825012, 0.05815821141005, -0.05351957678795, 1.45891630649567, -0.00950610637665
-0.59632933139801, 0.29439243674278, 0.0588655769825, -0.05555340647697, 1.45807731151581, -0.00943994522095
-0.60180348157883, 0.30751442909241, 0.05944599583745, -0.05757904052734, 1.45723164081573, -0.00928628444672
-0.60697358846664, 0.32086247205734, 0.06020361557603, -0.05943530797958, 1.45639419555664, -0.00898694992065
-0.61164635419846, 0.33397832512856, 0.05905000865459, -0.06134873628616, 1.45555114746094, -0.0085723400116
-0.61672455072403, 0.34709972143173, 0.05597307533026, -0.06322172284126, 1.45487868785858, -0.00814187526703
-0.62180483341217, 0.35982564091682, 0.05429594218731, -0.06495118141174, 1.45412349700928, -0.00778841972351
-0.62665700912476, 0.37162497639656, 0.05217577144504, -0.0668221116066, 1.45352494716644, -0.00753033161163
-0.63144731521606, 0.38346195220947, 0.05005449056625, -0.06863185763359, 1.45308291912079, -0.0073025226593
-0.63546365499496, 0.39489430189133, 0.04844867065549, -0.07051914930344, 1.45263051986694, -0.00707113742828
-0.63883125782013, 0.40677627921104, 0.04728024825454, -0.0723272562027, 1.45223569869995, -0.00683295726776
-0.64194571971893, 0.41844373941422, 0.0454912930727, -0.07427421212196, 1.45180594921112, -0.00657904148102
-0.64466565847397, 0.43071237206459, 0.04349734261632, -0.07614186406136, 1.45137822628021, -0.00627279281616
-0.64757364988327, 0.44313424825668, 0.04073462635279, -0.07807371020317, 1.45109403133392, -0.00595939159393
-0.65019518136978, 0.45591312646866, 0.03796225041151, -0.08004918694496, 1.45089983940125, -0.00561416149139
-0.65261322259903, 0.46803262829781, 0.03616036474705, -0.0820789039135, 1.45062506198883, -0.00527441501617
-0.65395206212997, 0.4811178445816, 0.03394493460655, -0.08408892154694, 1.45040059089661, -0.00491166114807
-0.65545666217804, 0.49402642250061, 0.03190490975976, -0.08614030480385, 1.45018863677979, -0.00454807281494
-0.65763568878174, 0.50687938928604, 0.0299108158797, -0.08821675181389, 1.45001351833344, -0.00416016578674
-0.65922540426254, 0.52038168907166, 0.02822163701057, -0.0902992784977, 1.44983232021332, -0.00375866889954
-0.66035658121109, 0.53474456071854, 0.0254771579057, -0.0924645960331, 1.44962584972382, -0.00331437587738
-0.66131502389908, 0.55011546611786, 0.02236837334931, -0.09463340044022, 1.44944894313812, -0.0028258562088
-0.66241252422333, 0.56612277030945, 0.01909313164651, -0.09686946868896, 1.44927334785461, -0.00230395793915
-0.66359853744507, 0.58213955163956, 0.01548867207021, -0.09917157888412, 1.44910860061646, -0.00178146362305
-0.66492652893066, 0.59951668977737, 0.01180210709572, -0.10143318772316, 1.44896602630615, -0.00122916698456
-0.6665198802948, 0.6170939207077, 0.00806312914938, -0.10364294052124, 1.44883584976196, -0.00064373016357
-0.66809648275375, 0.63506126403809, 0.00363318505697, -0.1059048473835, 1.44876050949097, -0.00008988380432
-0.66935324668884, 0.65243554115295, 0.00019396399148, -0.10814681649208, 1.44854700565338, 0.00046229362488
-0.67123073339462, 0.66993719339371, -0.00423239683732, -0.11048632860184, 1.44845855236053, 0.00101971626282
-0.67336815595627, 0.68809509277344, -0.00920888688415, -0.11273175477982, 1.44843602180481, 0.001593708992
-0.67546898126602, 0.70583212375641, -0.01471029873937, -0.11512535810471, 1.44841253757477, 0.00222647190094
-0.67720407247543, 0.7232278585434, -0.0181484837085, -0.1174496114254, 1.44822335243225, 0.00293004512787
-0.67904722690582, 0.7406895160675, -0.0217770151794, -0.11979022622108, 1.44811546802521, 0.00362992286682
-0.67992967367172, 0.75899720191956, -0.02662831358612, -0.12209814786911, 1.44802665710449, 0.00435054302216
-0.68129831552505, 0.77689093351364, -0.03017685748637, -0.12439492344856, 1.44794714450836, 0.00511956214905
-0.682004570961, 0.79509168863297, -0.03364307805896, -0.12663584947586, 1.44777858257294, 0.00594544410706
-0.68273711204529, 0.81299191713333, -0.03762924298644, -0.12894248962402, 1.44762432575226, 0.00682699680328
-0.68335765600204, 0.83068990707397, -0.04122475162148, -0.13120847940445, 1.44740641117096, 0.00772142410278
-0.68357080221176, 0.84866869449615, -0.04605920985341, -0.13341361284256, 1.44717907905579, 0.00868511199951
-0.68422800302505, 0.86597692966461, -0.04983341321349, -0.13560855388641, 1.44691646099091, 0.00964343547821
-0.68375027179718, 0.88342571258545, -0.05482290312648, -0.13770309090614, 1.4465606212616, 0.01062595844269
